,价格,面积,编号,户型,楼层,位置1,位置2,小区,地铁
3963,1290.0,10.0,135257-A,3室1卫,1/9层,房山区,良乡大学城,东羊庄新村,地铁：距房山线良乡大学城站1200米
3964,2250.0,10.0,135585-C,3室1卫,1/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米
3965,4000.0,18.0,129631-B,2室1卫,3/14层,朝阳区,国贸,建国路100号,"地铁：距1号线,10号线国贸站550米"
3966,2860.0,25.0,12229-B,3室1卫,5/6层,朝阳区,黄渠,常营民族家园G区,地铁：距6号线黄渠站1000米
3967,2070.0,10.0,138704-C,3室1卫,5/11层,朝阳区,小红门,鸿博家园一期C区,地铁：距亦庄线小红门站1400米
3968,2250.0,18.0,142922-B,2室1卫,4/6层,通州区,北运河西,三元村小区,地铁：距6号线北运河西站1100米
3969,2290.0,9.0,139430-C,3室1卫,3/6层,海淀区,西北旺,颐和山庄亮甲园,地铁：距16号线西北旺站1350米
3971,2980.0,15.0,146347-A,3室1卫,2/18层,通州区,果园,世纪星城,地铁：距八通线果园站950米
3972,2120.0,12.0,146754-B,3室1卫,4/12层,通州区,北运河西,加华印象街,地铁：距6号线北运河西站1250米
3973,2400.0,11.0,148945-B,3室1卫,8/24层,丰台区,郭庄子,万科中粮假日风景,地铁：距14号线西段郭庄子站400米
3974,3170.0,13.0,151419-B,2室1卫,3/6层,丰台区,六里桥东,太平桥西里,地铁：距9号线六里桥东站300米
3975,2400.0,9.0,152876-A,2室1卫,1/25层,通州区,梨园,新城嘉园（通州）,地铁：距八通线梨园站550米
3976,2910.0,11.0,149612-B,2室1卫,23/25层,通州区,北运河西,运河湾北区,地铁：距6号线北运河西站600米
3978,2600.0,9.0,154552-A,2室1卫,1/18层,丰台区,北京南站,玉林东里一区,"地铁：距4号线大兴线,14号线东段北京南站站1400米"
3979,1430.0,5.0,17386-C,4室1卫,8/28层,大兴区,生物医药基地,住总正华多彩嘉园,地铁：距4号线大兴线生物医药基地站400米
3980,2030.0,7.0,2184-B,3室1卫,18/18层,昌平区,回龙观东大街,紫金新干线四期,地铁：距8号线回龙观东大街站1400米
3981,3660.0,12.0,23836-B,3室1卫,14/28层,朝阳区,望京西,湖光壹号,"地铁：距13号线,15号线望京西站550米"
3982,3070.0,8.0,348-B,2室1卫,2/5层,东城区,广渠门内,安化北里,地铁：距7号线广渠门内站150米
3985,2520.0,17.0,28038-C,3室1卫,5/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
3986,3060.0,9.0,2588-A,3室1卫,6/6层,海淀区,上地,上地东里,地铁：距13号线上地站700米
3988,3110.0,9.0,29047-B,2室1卫,2/6层,朝阳区,和平西桥,胜古南里,地铁：距5号线和平西桥站450米
3989,1960.0,12.0,29673-D,4室1卫,4/18层,通州区,高楼金,瑞都公园世家南区,地铁：距7号线高楼金站500米
3991,2390.0,10.0,30630-A,2室1卫,12/17层,大兴区,瀛海,南海家园二里,地铁：距亦庄线荣昌东街站3500米
3992,2340.0,10.0,30780-A,3室1卫,3/27层,朝阳区,小红门,鸿博家园一期B区,地铁：距亦庄线小红门站1250米
3993,2300.0,14.0,30551-B,2室1卫,4/5层,丰台区,火箭万源,万源东里,地铁：距8号线南段火箭万源站700米
3995,1430.0,9.0,29550-E,5室1卫,2/8层,通州区,通州北关,珠江国际城八区,地铁：距6号线通州北关站2050米
3996,2330.0,13.0,3114-B,3室1卫,7/18层,朝阳区,孙河,康营小区,地铁：距15号线孙河站1000米
3997,2690.0,12.0,34003-D,4室1卫,9/14层,海淀区,莲花桥,华宝公寓,地铁：距10号线莲花桥站750米
3998,1970.0,17.0,34567-C,3室1卫,3/6层,通州区,通州北关,西潞苑小区,地铁：距6号线通州北关站1950米
3999,2300.0,9.0,35546-B,4室1卫,7/15层,海淀区,永丰,友谊嘉园三期,地铁：距16号线永丰站2150米
4000,1720.0,15.0,38738-B,3室1卫,9/11层,房山区,良乡大学城西,紫汇家园,地铁：距房山线良乡大学城西站550米
4002,2710.0,20.0,36519-B,3室1卫,1/6层,朝阳区,褡裢坡,定福庄北里2号院,地铁：距6号线褡裢坡站750米
4003,2780.0,21.0,42373-B,2室1卫,5/5层,通州区,通州北苑,通惠南路,地铁：距八通线通州北苑站650米
4005,1660.0,9.0,51503-C,3室1卫,4/6层,顺义区,顺义,东兴一区,地铁：距15号线顺义站400米
4006,2260.0,11.0,52407-B,3室1卫,1/13层,顺义区,后沙峪,海航国兴城,地铁：距15号线后沙峪站1000米
4007,1960.0,10.0,53867-A,3室1卫,1/14层,朝阳区,平房村,金泽家园A区,地铁：距3号线平房村站1500米
4008,2460.0,10.0,522-B,4室1卫,8/25层,朝阳区,成寿寺,方庄南路18号院,地铁：距10号线成寿寺站700米
4009,3750.0,21.0,56729-B,4室1卫,7/10层,朝阳区,阜通,都市心海岸,地铁：距14号线东段阜通站450米
4010,1800.0,9.0,60095-B,2室1卫,6/6层,顺义区,后沙峪,后沙峪新村,地铁：距15号线后沙峪站2250米
4012,3650.0,15.0,64476-B,2室1卫,12/12层,朝阳区,光熙门,西坝河中里,地铁：距13号线光熙门站900米
4013,3600.0,20.0,66324-B,3室1卫,4/6层,海淀区,五棵松,复兴路32号院,地铁：距1号线五棵松站500米
4014,3240.0,13.0,74353-A,3室1卫,4/8层,朝阳区,青年路,珠江罗马嘉园西区,地铁：距6号线青年路站500米
4015,2060.0,16.0,77183-A,2室1卫,2/5层,大兴区,清源路,富强东里,地铁：距4号线大兴线清源路站850米
4016,2630.0,15.0,78684-A,3室1卫,8/30层,朝阳区,垡头,垡头翠城馨园北区,地铁：距7号线垡头站650米
4017,3240.0,13.0,79954-A,3室1卫,4/6层,海淀区,马连洼,天秀花园澄秀园,地铁：距16号线马连洼站600米
4018,2200.0,10.0,8096-B,3室1卫,10/11层,朝阳区,孙河,康营小区15区,地铁：距15号线孙河站1050米
4019,2080.0,9.0,8572-B,4室1卫,3/18层,朝阳区,焦化厂,燕保祈东家园一期,地铁：距7号线焦化厂站450米
4020,2300.0,8.0,9570-B,4室1卫,8/23层,朝阳区,褡裢坡,定福家园北里,地铁：距6号线褡裢坡站200米
4021,2320.0,15.0,114467-A,2室1卫,11/20层,通州区,高楼金,高楼金第,地铁：距7号线高楼金站250米
4022,1560.0,8.0,114541-A,4室1卫,3/6层,通州区,北运河西,西上园三区,地铁：距6号线北运河西站900米
4023,1970.0,14.0,115878-C,3室1卫,4/18层,顺义区,花梨坎,天裕昕园西区,地铁：距15号线花梨坎站2750米
4024,1790.0,10.0,119307-A,3室1卫,5/6层,通州区,通州北关,西潞苑小区,地铁：距6号线通州北关站1950米
4025,3230.0,10.0,121082-B,2室1卫,1/6层,朝阳区,三元桥,静安东里,"地铁：距10号线,12号线,机场线三元桥站550米"
4027,3450.0,8.0,122751-B,3室1卫,2/6层,海淀区,五道口,中国地质大学家属院,地铁：距13号线五道口站400米
4028,1940.0,18.0,122164-A,3室1卫,12/12层,房山区,篱笆房,清雅小区,地铁：距房山线篱笆房站850米
4029,3050.0,14.0,11152-A,5室1卫,10/10层,海淀区,西二旗,领秀硅谷,"地铁：距13号线,昌平线西二旗站950米"
4030,2680.0,17.0,127908-A,2室1卫,3/6层,朝阳区,八里桥,八里桥南街,地铁：距八通线八里桥站600米
4031,1740.0,11.0,127878-B,3室1卫,3/6层,通州区,通州北关,刘庄新村,地铁：距6号线通州北关站2700米
4032,2510.0,18.0,127878-C,3室1卫,3/6层,通州区,通州北关,刘庄新村,地铁：距6号线通州北关站2700米
4033,1790.0,10.0,130859-A,3室1卫,5/6层,顺义区,花梨坎,三山新新家园,地铁：距15号线花梨坎站2100米
4034,2020.0,11.0,130859-B,3室1卫,5/6层,顺义区,花梨坎,三山新新家园,地铁：距15号线花梨坎站2100米
4035,1890.0,10.0,135944-A,4室1卫,18/20层,顺义区,顺义,金汉绿港三区,地铁：距15号线顺义站650米
4036,3920.0,19.0,137661-A,2室1卫,2/5层,朝阳区,金台路,水碓子社区,"地铁：距6号线,14号线东段金台路站650米"
4039,2890.0,15.0,143312-B,4室1卫,2/6层,朝阳区,星火,姚家园西里5号院,"地铁：距3号线,20号线星火站600米"
4041,2110.0,10.0,145005-B,2室1卫,4/6层,通州区,梨园,公庄小区,地铁：距八通线梨园站1200米
4043,6730.0,70.0,148771-A,2室1卫,9/21层,丰台区,纪家庙,亿朋苑三区,地铁：距10号线纪家庙站350米
4044,4230.0,18.0,150490-B,2室1卫,17/23层,朝阳区,将台,丽都职工宿舍,地铁：距14号线东段将台站750米
4045,2610.0,7.0,152306-B,3室1卫,5/6层,海淀区,上地,金隅美和园,地铁：距13号线上地站250米
4047,2870.0,15.0,155533-A,3室1卫,3/6层,昌平区,龙泽,北郊农场宿舍,地铁：距13号线龙泽站900米
4049,3450.0,16.0,157439-A,2室0卫,3/6层,丰台区,北京南站,马家堡路8号院,"地铁：距4号线大兴线,14号线东段北京南站站600米"
4050,2240.0,10.0,158859-A,3室1卫,11/11层,通州区,果园,金源泉,地铁：距八通线果园站150米
4051,2450.0,10.0,14305-B,3室1卫,10/28层,朝阳区,黄渠,泰福苑三区,地铁：距6号线黄渠站500米
4052,2000.0,12.0,14567-A,4室1卫,10/15层,顺义区,石门,当代北辰悦moma,地铁：距15号线石门站850米
4053,1830.0,7.0,9796-A,4室1卫,1/10层,顺义区,花梨坎,吉祥花园,地铁：距15号线花梨坎站450米
4054,2340.0,12.0,19444-C,3室1卫,9/11层,朝阳区,孙河,康营小区12区,地铁：距15号线孙河站900米
4055,3360.0,10.0,1683-B,3室1卫,6/27层,朝阳区,东湖渠,望京花园东区,地铁：距14号线东段东湖渠站700米
4056,2850.0,8.0,20994-A,3室1卫,1/28层,海淀区,西二旗,回龙观新村西区,"地铁：距13号线,昌平线西二旗站1050米"
4057,2090.0,10.0,20869-A,3室2卫,5/6层,顺义区,花梨坎,三山新新家园,地铁：距15号线花梨坎站2100米
4058,2560.0,11.0,19226-A,3室1卫,5/21层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
4059,3620.0,21.0,2211-A,2室0卫,9/18层,昌平区,回龙观东大街,紫金新干线四期,地铁：距8号线回龙观东大街站1400米
4060,2170.0,8.0,21567-B,3室1卫,7/28层,朝阳区,黄渠,泰福苑三区,地铁：距6号线黄渠站500米
4061,2250.0,21.0,22581-C,4室1卫,4/6层,顺义区,顺义,裕龙西区,地铁：距15号线顺义站1000米
4062,5340.0,39.0,24429-A,1室1卫,6/6层,丰台区,刘家窑,南方庄小区,地铁：距5号线刘家窑站950米
4065,2370.0,11.0,30461-B,3室1卫,5/28层,朝阳区,东坝中街,首开畅颐园,地铁：距14号线东段将台站3500米
4066,2220.0,12.0,32700-A,4室1卫,28/28层,朝阳区,小红门,鸿博家园二期D区,地铁：距亦庄线小红门站450米
4067,2050.0,12.0,31916-C,3室1卫,1/18层,朝阳区,平房村,金泽家园A区,地铁：距3号线平房村站1500米
4068,1880.0,9.0,33067-C,3室1卫,4/6层,通州区,九棵树,西营前街,地铁：距6号线北运河西站1900米
4069,1580.0,7.0,33002-A,4室1卫,7/20层,丰台区,张郭庄,红山郡,地铁：距14号线西段张郭庄站1750米
4070,2400.0,11.0,35092-C,3室1卫,10/15层,大兴区,西红门,世嘉博苑,地铁：距4号线大兴线西红门站250米
4071,2350.0,16.0,36454-C,4室1卫,3/6层,通州区,高楼金,瑞都公园世家北区,地铁：距7号线高楼金站650米
4073,3560.0,39.0,41701-A,1室1卫,20/26层,通州区,高楼金,高楼金第,地铁：距7号线高楼金站250米
4075,2420.0,11.0,44379-B,3室1卫,2/6层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米
4076,2500.0,10.0,46636-A,2室1卫,16/22层,石景山区,八角游乐园,六合园,地铁：距1号线八角游乐园站1150米
4077,2630.0,11.0,47257-A,4室1卫,27/33层,朝阳区,传媒大学,珠江绿洲家园,地铁：距八通线传媒大学站550米
4078,2510.0,12.0,4574-B,3室1卫,2/10层,朝阳区,褡裢坡,天泰苑新村三期,地铁：距6号线褡裢坡站550米
4079,2830.0,11.0,50122-A,2室1卫,14/14层,丰台区,角门东,西马场北里,地铁：距10号线角门东站350米
4080,2160.0,9.0,51644-B,3室1卫,8/12层,朝阳区,黄渠,汇鸿家园,地铁：距6号线黄渠站900米
4081,2620.0,8.0,54620-A,3室1卫,9/10层,海淀区,永丰南,永旺家园一区,地铁：距16号线永丰南站250米
4083,3450.0,20.0,57684-A,2室1卫,2/6层,朝阳区,潘家园,潘家园东里,地铁：距10号线潘家园站700米
4084,2210.0,13.0,62291-C,3室1卫,4/11层,顺义区,国展,翠竹新村,地铁：距15号线国展站1800米
4085,2820.0,19.0,60893-A,3室1卫,3/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米
4086,2700.0,14.0,63050-A,2室1卫,14/18层,石景山区,八宝山,永乐小区,地铁：距1号线八宝山站800米
4087,2660.0,18.0,6288-D,4室1卫,2/15层,顺义区,花梨坎,满庭芳嘉园,地铁：距15号线花梨坎站850米
4088,2040.0,8.0,57346-B,3室1卫,11/30层,丰台区,郭庄子,同馨家园,地铁：距14号线西段郭庄子站1500米
4089,2430.0,11.0,6966-D,4室1卫,13/28层,朝阳区,垡头,垡头翠城馨园南区,地铁：距7号线垡头站850米
4090,3650.0,48.0,72277-A,1室1卫,6/17层,大兴区,清源路,清源佳园,地铁：距4号线大兴线清源路站1300米
4091,1700.0,7.0,73550-B,2室1卫,2/6层,顺义区,顺义,东兴二区,地铁：距15号线顺义站800米
4092,2690.0,11.0,75732-B,3室1卫,22/29层,朝阳区,青年路,金隅泰和园,地铁：距6号线青年路站1250米
4093,2980.0,16.0,8180-B,3室1卫,14/18层,朝阳区,潘家园,潘家园东里,地铁：距10号线潘家园站700米
4094,2990.0,13.0,80646-C,3室1卫,3/6层,海淀区,五棵松,太平路42号院,地铁：距1号线五棵松站1000米
4095,2680.0,14.0,8890-C,3室1卫,12/29层,朝阳区,常营,保利嘉园3号院,地铁：距6号线常营站800米
4097,1960.0,23.0,119307-B,3室1卫,5/6层,通州区,通州北关,西潞苑小区,地铁：距6号线通州北关站1950米
4098,6500.0,94.0,126666-A,2室1卫,1/17层,朝阳区,成寿寺,小红门路65号院,地铁：
4099,4020.0,17.0,127209-B,2室1卫,1/6层,朝阳区,健德门,小关街,地铁：距10号线健德门站350米
4100,2660.0,22.0,1077-C,4室1卫,2/18层,朝阳区,肖村,中海城圣朝菲,地铁：距亦庄线肖村站600米
4102,2890.0,9.0,136368-A,3室1卫,5/6层,朝阳区,望京,南湖中园小区,"地铁：距14号线东段,15号线望京站700米"
4103,3570.0,16.0,136368-C,3室1卫,5/6层,朝阳区,望京,南湖中园小区,"地铁：距14号线东段,15号线望京站700米"
4104,2600.0,8.0,143846-A,2室1卫,2/18层,丰台区,北京南站,翠林一里,"地铁：距4号线大兴线,14号线东段北京南站站850米"
4105,2780.0,9.0,142909-B,2室1卫,5/6层,海淀区,永泰庄,永泰庄6号院,地铁：距8号线永泰庄站650米
4107,6100.0,54.0,149075-A,2室1卫,2/6层,海淀区,五棵松,永定路东街5号院,地铁：距1号线五棵松站700米
4108,1760.0,14.0,150822-B,2室1卫,5/6层,大兴区,黄村火车站,海子角西里,地铁：距4号线大兴线黄村火车站站1200米
4109,2870.0,11.0,13403-C,3室1卫,6/33层,丰台区,宋家庄,鲁能榴景秀苑,"地铁：距5号线,10号线,亦庄线宋家庄站550米"
4110,3420.0,18.0,153331-A,3室1卫,15/24层,朝阳区,北工大西门,南新园,地铁：距14号线东段北工大西门站600米
4112,2490.0,13.0,1598-C,5室1卫,8/28层,朝阳区,青年路,甘露家园,地铁：距6号线青年路站700米
4113,2060.0,10.0,17237-C,3室1卫,13/28层,大兴区,生物医药基地,住总正华多彩嘉园,地铁：距4号线大兴线生物医药基地站400米
4114,2170.0,9.0,2104-B,3室1卫,5/18层,昌平区,回龙观东大街,紫金新干线四期,地铁：距8号线回龙观东大街站1400米
4115,2100.0,9.0,22276-B,3室1卫,10/13层,朝阳区,东坝中街,金泽家园B区,地铁：距6号线褡裢坡站3700米
4116,4970.0,33.0,20287-A,1室1卫,2/10层,朝阳区,北苑,北京青年城,地铁：距13号线北苑站1400米
4118,2160.0,10.0,25462-A,3室1卫,5/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米
4119,2420.0,11.0,2530-B,3室1卫,12/28层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米
4120,2750.0,15.0,2630-B,4室1卫,14/24层,丰台区,石榴庄,慧时欣园,地铁：距10号线石榴庄站200米
4121,1490.0,13.0,27019-B,3室1卫,1/10层,房山区,广阳城,原香小镇一区,地铁：距房山线广阳城站2050米
4122,2410.0,11.0,27282-A,2室1卫,4/27层,朝阳区,小红门,鸿博家园二期D区,地铁：距亦庄线小红门站450米
4123,2880.0,13.0,300-D,4室1卫,8/18层,朝阳区,潘家园,潘家园小区,地铁：距10号线潘家园站1000米
4125,3260.0,14.0,30566-B,4室1卫,2/6层,海淀区,马连洼,菊园,地铁：距13号线上地站2500米
4127,1940.0,14.0,30968-B,4室1卫,5/18层,丰台区,张郭庄,红山郡,地铁：距14号线西段张郭庄站1750米
4128,1900.0,31.0,33339-F,6室2卫,6/7层,通州区,通州北关,新华北路59号院,地铁：距6号线通州北关站500米
4129,2370.0,18.0,35220-B,3室1卫,5/6层,大兴区,高米店北,金惠园三里,地铁：距4号线大兴线高米店北站550米
4130,2130.0,10.0,3449-A,4室1卫,16/16层,朝阳区,管庄,管庄新村,地铁：距八通线管庄站600米
4131,2400.0,12.0,36459-E,5室2卫,17/18层,石景山区,古城,中海金石公馆,地铁：距1号线古城站1000米
4132,1510.0,9.0,37633-C,3室1卫,3/10层,通州区,通州北关,珠江丽景家园,地铁：距6号线通州北关站2300米
4134,2680.0,11.0,40858-B,3室1卫,19/29层,朝阳区,青年路,金隅泰和园,地铁：距6号线青年路站1250米
4135,1720.0,16.0,43617-A,3室1卫,10/15层,房山区,良乡大学城西,紫汇家园,地铁：距房山线良乡大学城西站550米
4136,1290.0,7.0,43668-B,4室1卫,7/10层,房山区,广阳城,原香小镇一区,地铁：距房山线广阳城站2050米
4139,1990.0,15.0,56754-B,3室1卫,2/5层,顺义区,顺义,东兴二区,地铁：距15号线顺义站800米
4140,2670.0,10.0,63260-B,3室1卫,14/27层,朝阳区,传媒大学,聚福苑,地铁：距八通线传媒大学站750米
4142,1780.0,10.0,74112-C,6室2卫,5/5层,大兴区,黄村火车站,建兴家园,地铁：距4号线大兴线黄村火车站站250米
4143,2470.0,13.0,35267-B,4室1卫,15/29层,朝阳区,传媒大学,北花园小区,地铁：距八通线传媒大学站600米
4144,2310.0,11.0,7451-C,4室1卫,3/6层,昌平区,回龙观东大街,龙锦苑东五区,地铁：距8号线回龙观东大街站1050米
4146,3050.0,11.0,79833-C,4室1卫,5/13层,朝阳区,望京南,花家地南里,地铁：距14号线东段望京南站1100米
4147,3620.0,18.0,8910-B,3室1卫,13/14层,朝阳区,阜通,望京路4号院,地铁：距14号线东段阜通站550米
4148,2420.0,11.0,117743-A,4室1卫,8/13层,昌平区,生命科学园,领秀慧谷D2区,"地铁：距昌平线,8号线朱辛庄站1350米"
4149,2390.0,8.0,989-B,3室1卫,4/15层,丰台区,石榴庄,彩虹城一区,地铁：距10号线石榴庄站750米
4150,2530.0,9.0,120845-A,3室1卫,2/6层,丰台区,石榴庄,康泽园,地铁：距10号线石榴庄站600米
4153,2200.0,11.0,123499-B,3室1卫,9/28层,朝阳区,垡头,垡头翠城馨园北区,地铁：距7号线垡头站650米
4155,3160.0,12.0,124413-A,3室1卫,19/25层,朝阳区,潘家园,美景东方,地铁：距14号线东段北工大西门站850米
4157,4230.0,18.0,125719-A,2室1卫,3/6层,海淀区,牡丹园,花园东路16号院,"地铁：距10号线,19号线牡丹园站500米"
4158,3210.0,10.0,126749-A,5室1卫,10/26层,朝阳区,惠新西街北口,世纪嘉园,地铁：距5号线惠新西街北口站800米
4159,1740.0,5.0,129895-B,3室1卫,3/24层,丰台区,郭庄子,建邦枫景,地铁：距14号线西段郭庄子站400米
4160,2130.0,10.0,135573-A,3室1卫,5/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米
4161,2650.0,17.0,12680-C,3室1卫,4/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
4163,2230.0,16.0,149941-D,5室2卫,1/5层,顺义区,后沙峪,双裕花园东区,地铁：距15号线后沙峪站950米
4164,1730.0,11.0,148539-A,5室1卫,1/6层,房山区,广阳城,世茂维拉,地铁：距房山线广阳城站700米
4165,2030.0,9.0,148460-B,3室1卫,4/5层,顺义区,后沙峪,双裕小区,地铁：距15号线后沙峪站1000米
4166,1590.0,11.0,153309-B,3室1卫,6/8层,房山区,良乡大学城北,金地朗悦朗园,地铁：距房山线良乡大学城北站800米
4168,2450.0,17.0,13834-A,4室1卫,6/6层,朝阳区,常营,连心园西区,地铁：距6号线常营站800米
4170,3310.0,19.0,156215-B,2室1卫,3/6层,朝阳区,褡裢坡,定福庄北里1号院,地铁：距6号线褡裢坡站550米
4171,2680.0,14.0,1412-E,5室1卫,3/7层,朝阳区,肖村,中海城圣朝菲,地铁：距亦庄线肖村站600米
4172,1880.0,10.0,156710-A,2室1卫,1/6层,大兴区,黄村西大街,永华北里,地铁：距4号线大兴线黄村西大街站700米
4173,1450.0,7.0,156996-A,3室1卫,4/5层,大兴区,黄村西大街,黄村西里,地铁：距4号线大兴线黄村西大街站500米
4174,2020.0,15.0,158200-C,5室1卫,1/6层,房山区,广阳城,世茂维拉,地铁：距房山线广阳城站700米
4175,3060.0,12.0,14817-C,3室1卫,9/28层,昌平区,回龙观,新龙城二期,地铁：距13号线回龙观站250米
4179,1570.0,9.0,19461-C,3室1卫,5/5层,通州区,通州北关,华龙小区,地铁：距6号线通州北关站2700米
4180,2190.0,18.0,23111-B,4室1卫,1/18层,通州区,次渠南,次渠南里,地铁：距亦庄线次渠南站700米
4181,2500.0,17.0,2336-B,5室1卫,6/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米
4182,2870.0,11.0,25098-B,3室1卫,1/28层,昌平区,龙泽,回龙观新村东区,"地铁：距13号线,昌平线西二旗站1250米"
4183,2610.0,12.0,2522-B,3室1卫,21/28层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米
4184,3010.0,19.0,25462-C,3室1卫,5/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米
4186,1610.0,8.0,26559-A,3室1卫,19/29层,通州区,通运门,京贸国际城东区,地铁：距6号线通运门站2400米
4187,2010.0,12.0,26559-C,3室1卫,19/29层,通州区,通运门,京贸国际城东区,地铁：距6号线通运门站2400米
4188,1500.0,13.0,27019-C,3室1卫,1/10层,房山区,广阳城,原香小镇一区,地铁：距房山线广阳城站2050米
4189,2280.0,9.0,22643-B,3室1卫,15/24层,丰台区,樊羊路,花香东苑,地铁：距房山线樊羊路站450米
4190,3030.0,12.0,2755-B,3室1卫,11/28层,海淀区,西二旗,回龙观新村西区,"地铁：距13号线,昌平线西二旗站1050米"
4191,2310.0,11.0,27641-A,3室1卫,1/7层,朝阳区,褡裢坡,福怡苑,地铁：距6号线褡裢坡站950米
4192,2300.0,7.0,28926-A,2室1卫,5/5层,石景山区,古城,古城南路,地铁：距1号线古城站500米
4194,2140.0,13.0,30313-C,3室1卫,11/30层,通州区,通州北关,富力惠兰美居,地铁：距6号线通州北关站3100米
4195,2450.0,12.0,29460-C,3室1卫,15/19层,朝阳区,星火,姚家园东里7号院,"地铁：距3号线,20号线星火站800米"
4196,1610.0,10.0,35859-B,2室1卫,6/6层,顺义区,俸伯,滨河小区,地铁：距15号线俸伯站1600米
4197,3030.0,7.0,31448-D,4室1卫,5/26层,朝阳区,双井,富力城,"地铁：距7号线,10号线双井站500米"
4198,1960.0,10.0,32211-A,3室1卫,6/6层,朝阳区,八里桥,竹木厂小区,地铁：距八通线八里桥站750米
4199,1940.0,15.0,32211-B,3室1卫,6/6层,朝阳区,八里桥,竹木厂小区,地铁：距八通线八里桥站750米
4200,2660.0,18.0,39832-C,3室1卫,13/15层,丰台区,四环路,宜兰园三区,地铁：距房山线四环路站1250米
4203,5550.0,38.0,42278-A,1室1卫,6/6层,丰台区,蒲黄榆,蒲安北里,"地铁：距5号线,14号线东段蒲黄榆站150米"
4205,2350.0,15.0,4476-D,8室2卫,6/6层,朝阳区,黄渠,常营民族家园CDF区,地铁：距6号线黄渠站750米
4206,2760.0,8.0,4649-A,3室1卫,20/28层,海淀区,西二旗,回龙观新村西区,"地铁：距13号线,昌平线西二旗站1050米"
4207,3950.0,26.0,48791-C,4室1卫,24/9层,丰台区,海户屯,珠江骏景中区,地铁：距8号线南段海户屯站400米
4208,2810.0,12.0,49140-B,2室1卫,9/11层,丰台区,公益西桥,三星庄园,地铁：距4号线大兴线公益西桥站1100米
4209,2340.0,9.0,43735-A,3室1卫,2/6层,朝阳区,管庄,双会小区,地铁：距八通线管庄站50米
4210,1570.0,14.0,52390-B,3室1卫,2/6层,顺义区,俸伯,港馨家园东区,地铁：距15号线俸伯站3050米
4211,2650.0,9.0,52707-C,3室1卫,9/16层,朝阳区,青年路,甘露园南里二区,地铁：距6号线青年路站800米
4212,2020.0,12.0,54221-B,3室1卫,10/11层,通州区,万盛东,小稿村,地铁：距7号线万盛东站1200米
4213,1510.0,15.0,55303-D,4室1卫,3/6层,顺义区,俸伯,裕龙六区,地铁：距15号线俸伯站1650米
4215,1690.0,12.0,58275-C,4室2卫,5/6层,通州区,北运河西,南小园,地铁：距6号线北运河西站1400米
4216,2320.0,11.0,59335-A,3室1卫,3/6层,通州区,物资学院路,新建村小区,地铁：距6号线物资学院路站550米
4218,2260.0,8.0,60406-B,3室1卫,7/26层,朝阳区,褡裢坡,泰福苑二区,地铁：距6号线褡裢坡站700米
4219,2520.0,10.0,61359-B,3室1卫,2/20层,丰台区,石榴庄,康泽园,地铁：距10号线石榴庄站600米
4220,1580.0,11.0,61730-A,3室1卫,3/6层,通州区,通州北关,潞苑嘉园,地铁：距6号线通州北关站2050米
4221,1710.0,12.0,63207-C,3室1卫,10/23层,通州区,通州北关,刘庄新村,地铁：距6号线通州北关站2700米
4222,1940.0,12.0,69808-B,3室1卫,2/6层,通州区,梨园,北杨洼小区,地铁：距八通线梨园站550米
4223,2600.0,28.0,72108-A,2室1卫,5/6层,顺义区,顺义,幸福东区,地铁：距15号线顺义站350米
4224,2400.0,8.0,71958-B,3室1卫,6/26层,朝阳区,常营,保利嘉园3号院,地铁：距6号线常营站800米
4225,2090.0,16.0,67049-B,3室1卫,8/9层,通州区,物资学院路,翠福园,地铁：距6号线物资学院路站2350米
4226,2130.0,12.0,66061-B,3室1卫,18/19层,通州区,土桥,高丽园,地铁：距八通线土桥站450米
4227,1930.0,11.0,80009-C,3室1卫,2/6层,通州区,通州北苑,永顺南街190号院,地铁：距八通线通州北苑站1400米
4228,2760.0,11.0,8321-B,3室1卫,16/16层,丰台区,首经贸,万年花城一期,"地铁：距10号线,房山线首经贸站600米"
4230,3650.0,17.0,117050-C,3室1卫,2/21层,西城区,湾子,丽水莲花,地铁：距7号线湾子站150米
4231,1390.0,10.0,123472-A,4室1卫,1/6层,房山区,广阳城,碧波园,地铁：距房山线广阳城站500米
4232,3010.0,15.0,123789-B,3室1卫,4/25层,丰台区,六里桥,吴家场铁路小区,"地铁：距9号线,10号线六里桥站1150米"
4233,1800.0,8.0,122257-B,2室1卫,5/6层,顺义区,顺义,胜利小区,地铁：距15号线顺义站700米
